dataset,dataset_version,split,official_image_id,file_name,width,height,annotation_file_sha256,image_sha256,image_status
AI-TOD-v2,2.0 official annotations,train,908,0000045_01032_d_0000085__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,513,0000045_01032_d_0000085__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8101,0000045_01500_d_0000086__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2360,0000045_01500_d_0000086__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,539,0000046_00000_d_0000087__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3165,0000046_00000_d_0000087__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5008,0000047_03500_d_0000095__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5635,0000047_03500_d_0000095__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,4895,0000048_01989_d_0000098__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3174,0000048_01989_d_0000098__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,384,0000068_03174_d_0000009__560_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,618,0000086_01084_d_0000003__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,932,0000086_01084_d_0000003__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,9144,0000101_01577_d_0000018__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5453,0000101_01577_d_0000018__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5691,0000101_02927_d_0000019__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5947,0000101_02927_d_0000019__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6462,0000102_00919_d_0000023__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1247,0000114_00461_d_0000079__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8394,0000125_00084_d_0000122__1120_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6224,0000125_00084_d_0000122__1200_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10070,0000126_00054_d_0000124__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,11128,0000126_11844_d_0000130__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6420,0000126_11844_d_0000130__1120_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,7313,0000126_11844_d_0000130__1200_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,812,0000130_01308_d_0000139__1120_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5097,0000130_01308_d_0000139__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10963,0000130_01308_d_0000139__600_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,7372,0000139_00012_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8821,0000140_00118_d_0000002__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8858,0000143_00081_d_0000048__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1067,0000143_00281_d_0000049__1120_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1741,0000143_00281_d_0000049__1200_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5142,0000143_00481_d_0000050__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10160,0000143_00481_d_0000050__1120_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,144,0000143_00681_d_0000051__1120_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,830,0000143_00881_d_0000052__1120_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8385,0000144_04401_d_0000001__0_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,4119,0000144_04401_d_0000001__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1711,0000145_00001_d_0000001__1120_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8462,0000145_00001_d_0000001__1200_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,9366,0000153_00801_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2304,0000153_01201_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2292,0000153_01801_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,98,0000154_00001_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8879,0000154_00401_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10556,0000154_00401_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,227,0000154_00801_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3356,0000154_01201_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5411,0000154_01601_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3702,0000154_02001_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1643,0000157_00451_d_0000082__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8475,0000157_00651_d_0000083__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6014,0000157_00651_d_0000083__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,737,0000162_01058_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6244,0000169_00001_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10636,0000169_00001_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,464,0000169_00401_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3843,0000169_00401_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6874,0000169_00654_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8614,0000169_01098_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,555,0000169_01098_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3918,0000170_00001_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,977,0000170_00401_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,7029,0000170_00801_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,9621,0000170_01201_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,5711,0000170_01201_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6398,0000172_00401_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,163,0000172_01201_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2031,0000172_01201_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,4265,0000172_01484_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10989,0000173_00001_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1878,0000173_00401_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10531,0000173_00401_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,7039,0000173_00801_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8984,0000173_00801_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,9302,0000173_02001_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,7725,0000173_02401_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3353,0000173_02401_d_0000001__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3696,0000174_00001_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10730,0000174_00801_d_0000001__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,9226,0000178_00621_d_0000009__1120_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2583,0000180_00000_d_0000019__0_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,740,0000180_00000_d_0000019__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2262,0000180_01213_d_0000025__1120_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8129,0000180_01581_d_0000027__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8994,0000180_01581_d_0000027__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,11017,0000180_01581_d_0000027__600_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10394,0000181_00000_d_0000028__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,60,0000181_00387_d_0000029__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3224,0000181_00889_d_0000030__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1963,0000181_02615_d_0000035__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,723,0000182_00000_d_0000036__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2167,0000182_01220_d_0000039__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1327,0000182_01653_d_0000040__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10777,0000182_01653_d_0000040__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,4482,0000182_02053_d_0000041__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3061,0000182_02053_d_0000041__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2944,0000182_02425_d_0000042__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,684,0000193_00000_d_0000103__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,991,0000193_02029_d_0000114__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1246,0000193_02212_d_0000115__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2489,0000193_02212_d_0000115__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3250,0000193_02416_d_0000116__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6471,0000194_00998_d_0000124__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6820,0000195_00000_d_0000126__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,9247,0000195_01518_d_0000134__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6004,0000196_03072_d_0000141__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,11005,0000197_01211_d_0000149__600_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,185,0000197_01661_d_0000150__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,9614,0000198_00000_d_0000155__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,298,0000198_00336_d_0000156__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3469,00002.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,10017,0000201_00000_d_0000171__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,11200,0000201_01484_d_0000178__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3088,0000204_00332_d_0000192__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3309,0000204_00332_d_0000192__160_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6134,0000209_00922_d_0000222__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,11207,0000210_00525_d_0000225__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3567,0000210_01037_d_0000226__1200_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,570,0000210_01037_d_0000226__600_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,1630,0000210_01251_d_0000227__1200_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2062,0000210_01251_d_0000227__600_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,8349,0000210_01551_d_0000228__0_280.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,6793,0000217_00202_d_0000002__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,3334,0000218_00355_d_0000002__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,7706,0000222_02000_d_0000007__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
AI-TOD-v2,2.0 official annotations,train,2841,0000222_05666_d_0000018__0_0.png,800,800,ed7b37a1187b496b96943fa46c15aab39656d59eaf501192d85178354b637b2e,,NOT_ACQUIRED
