source_id,sequence_id,original_path,derived_path,split,augmentation_id,image_hash,annotation_hash,width,height,num_objects,exposure_status
baidu_P000_timg-25-,baidu_P000_timg-25-,,data/train/images/baidu_P000_timg-25-_jpg.rf.99d3e2c685427f8bc4482379cddc3c67.jpg,legacy_train,99d3e2c685427f8bc4482379cddc3c67,2f422ad63223abdde068011d19533ff90e30bd2282b32cb2a14e5529b5d3ffac,56e24d2bab7f7083ec2e2e7a4e80172a861f455bd003d69494320ecfe7ae565b,1280,725,239,historical_train
baidu_P000_timg-25-,baidu_P000_timg-25-,,data/train/images/baidu_P000_timg-25-_jpg.rf.bb126eec0ac7d588d37af2345c414df2.jpg,legacy_train,bb126eec0ac7d588d37af2345c414df2,fe9d53b0d0a395022134ceb5195efcf053aca609bffd245251c1971aa2919d2b,71b65cbc20109eb4e90e65732b4dbc7d7b9ddbbb24d5393268657cc10757c9ec,1280,725,239,historical_train
bb_V0002_I0000000,bb_V0002,,data/train/images/bb_V0002_I0000000_jpg.rf.2efcd36ffa5fcee5f789a3019ce241b4.jpg,legacy_train,2efcd36ffa5fcee5f789a3019ce241b4,f3d6c7f766f7897d7a9ad2edade1a390b0a7f4f91fd7374885ce42f08d5304bc,b8939efc67c2ce9e54651c2b58637f0bf0033b8a29e021dd61c5e4c07682d2a8,1920,1080,12,historical_train
bb_V0002_I0000000,bb_V0002,,data/train/images/bb_V0002_I0000000_jpg.rf.aa1cce5472b5b48ae9b529585e7862e4.jpg,legacy_train,aa1cce5472b5b48ae9b529585e7862e4,d65db0b0efd19427580a55dd89af14c5beec5938f62ebe62dd88914ad5a29af2,906e9ce34fcf116d3fa2278a7c5a3cde6fca7eaf7fbe3107232ef43b1eb6cc3d,1920,1080,12,historical_train
bb_V0002_I0000000,bb_V0002,,data/train/images/bb_V0002_I0000000_jpg.rf.fb013c2a2c914273148cdb5bccd3b234.jpg,legacy_train,fb013c2a2c914273148cdb5bccd3b234,f8284ab2455c1054e8fb8135e664240c7f0b2a78acba1a690ebbaa394efa49cf,793ba6c8bccf4fdce17c0761b734a3420575a1023fe08050d59141b9a8fbc350,1920,1080,12,historical_train
bb_V0002_I0000240,bb_V0002,,data/train/images/bb_V0002_I0000240_jpg.rf.2f9a6b196edd17df5ce84824cf3da18a.jpg,legacy_train,2f9a6b196edd17df5ce84824cf3da18a,b5ebe7db2fe8907ae9c8c0125c67ba58bb544466b47caff65d63cdbbe36167ba,84d99f489debbf4592f0cd7afdcac28b5095570ebda58d6ba5f30e686f486873,1920,1080,9,historical_train
bb_V0002_I0000240,bb_V0002,,data/train/images/bb_V0002_I0000240_jpg.rf.4852e07d18c4dac81d4ce7f0e51c77d2.jpg,legacy_train,4852e07d18c4dac81d4ce7f0e51c77d2,c3065ae9033581e5db34e6364a19c435e00ebf86f55f678766ff34f4390aa3cc,b6c706d8be5f19a74a6e905c610750b65563679d61ddda49f509200cafdf22c7,1920,1080,8,historical_train
bb_V0002_I0000240,bb_V0002,,data/train/images/bb_V0002_I0000240_jpg.rf.4e0f941d7dd93a62ebe91a31a641a9c2.jpg,legacy_train,4e0f941d7dd93a62ebe91a31a641a9c2,6d56cf371477070ffa2a162016dbb64ca129ec34c8d608612a39e7a090bcb37e,8e35f271c72f25bfc8e57aefa9161f7aa4cfe831c3faa1f305d019b58ca806eb,1920,1080,9,historical_train
bb_V0002_I0000400,bb_V0002,,data/train/images/bb_V0002_I0000400_jpg.rf.309da7df62a2bfcc7e908dcbd368150e.jpg,legacy_train,309da7df62a2bfcc7e908dcbd368150e,bf816a418639799795798340842e509db11d287c0058172ffbf6f069b988356c,70d9a7372881af67e846e6b52e9dee8f623d14a1f00d349f3880dfaeadbbfeae,1920,1080,13,historical_train
bb_V0002_I0000400,bb_V0002,,data/train/images/bb_V0002_I0000400_jpg.rf.600f9a90ed3ba6ac884c18fe2eda8be3.jpg,legacy_train,600f9a90ed3ba6ac884c18fe2eda8be3,ab5e6acaac925326140a9de5b2cf3993ca3a03687af0fee270e3619dda9797e4,778b0850321a53b81ac2e2713dc6f8ad3bac24e4ece59dec2111d3a720c0efad,1920,1080,13,historical_train
bb_V0002_I0000400,bb_V0002,,data/train/images/bb_V0002_I0000400_jpg.rf.72828af513409223da8a14d92b41fa76.jpg,legacy_train,72828af513409223da8a14d92b41fa76,84274e3dede6b67753d9a8c9d2203b20476b69461dbf5dfac68e5b6b7619e99d,705f19ee9704f540821d9d96e863301b598732d1cdaab57c35a0e9c48cdc022c,1920,1080,13,historical_train
bb_V0002_I0000520,bb_V0002,,data/train/images/bb_V0002_I0000520_jpg.rf.3d65728525e34ef38200656ff2152980.jpg,legacy_train,3d65728525e34ef38200656ff2152980,1929b5a6eb75e357b0bfa7d53f1a541f47796802ebb78598b1d7875735cf0c0c,cab760b295c3d176a2cce81e4fc22351b6254d9f071f5d180cf4733710c3acae,1920,1080,13,historical_train
bb_V0002_I0000520,bb_V0002,,data/train/images/bb_V0002_I0000520_jpg.rf.7b040655138b57c25c9c42bf30701fcc.jpg,legacy_train,7b040655138b57c25c9c42bf30701fcc,e4a8d0217538aa9d5992f450d2d0b0d0e9782b7a7baf9220a8b0a1e07b93baf8,1b41ebab1cd53ba1ee962b7c990f83eba765088114007158b068bb6d756fd8c1,1920,1080,11,historical_train
bb_V0002_I0000520,bb_V0002,,data/train/images/bb_V0002_I0000520_jpg.rf.b7a7a61fd91d38e6af62407ac0402145.jpg,legacy_train,b7a7a61fd91d38e6af62407ac0402145,f0b11d4cf33ec46c8c19353df28ac19783fd4bc48c6b23b448e0aee25f2e0234,cef6bf51c11d8d8c623f33fff7fbde019fa7b719d4db427ee343921d08a5a208,1920,1080,13,historical_train
bb_V0003_I0000520,bb_V0003,,data/train/images/bb_V0003_I0000520_jpg.rf.794588afe50b7c907429ba71a6dcee50.jpg,legacy_train,794588afe50b7c907429ba71a6dcee50,b947a6a4f84d3ac59c0d06463b8c0501214f10d867863d6da1aa2966a2e121c0,fe926ec927bbc2b58313573b1fed96a11688385acc0d4085623d887b5c62bc97,1920,1080,10,historical_train
bb_V0003_I0000520,bb_V0003,,data/train/images/bb_V0003_I0000520_jpg.rf.bacebabd17c350a4e8093e90c0442168.jpg,legacy_train,bacebabd17c350a4e8093e90c0442168,11c95d5d44f83af92251c3fbddc33da3f6d446634d3556d2cdc71723cf78eed1,a4d67ea14018df9f72cdfdf53cc55b1aa280d960014afc7a9763983acaa1a121,1920,1080,9,historical_train
bb_V0003_I0000520,bb_V0003,,data/train/images/bb_V0003_I0000520_jpg.rf.f918aa056981c018fa20025f2c94e7be.jpg,legacy_train,f918aa056981c018fa20025f2c94e7be,6bfecaab8dcc1c274aeaed7e07f13aa905df29ba6063433c1eb3e05303598185,f590ad1ac40347afc82b09ffc721a53bb5193c4645eacdf6e0be149b015b273a,1920,1080,10,historical_train
bb_V0003_I0001200,bb_V0003,,data/train/images/bb_V0003_I0001200_jpg.rf.4ea5b3b0eb2d5dd950244637b11cb625.jpg,legacy_train,4ea5b3b0eb2d5dd950244637b11cb625,be76a1df25b6a0daa8add5544bc3d63a2843e10d5f443e6be24cc94e58a7d6ba,88d7d580a44ecf885833bb30372b3f52d8528e445f18d89da30241d941b3d57e,1920,1080,5,historical_train
bb_V0003_I0001200,bb_V0003,,data/train/images/bb_V0003_I0001200_jpg.rf.9fa0b3766563e920bdeff90ba8cfa7d6.jpg,legacy_train,9fa0b3766563e920bdeff90ba8cfa7d6,d366e08e68047fc61d16ebbba13e40413405bde3c5468bead17fa811e08a6c6f,d7a53a7857474d6ed293cc9e81ed7d9643b79060406e10b076e7e5935d4266ba,1920,1080,5,historical_train
bb_V0003_I0001200,bb_V0003,,data/train/images/bb_V0003_I0001200_jpg.rf.d78fc78c4cfd4902e12762c0e3db3346.jpg,legacy_train,d78fc78c4cfd4902e12762c0e3db3346,1c21dff0c1309fdab0ed9eac64274377c2305e269da1f01a4d88a693b7c64c57,ee18020f38f59dc6643e2ded896b7c6778a5fc9dfc7c58308dad0bab8b4af2c7,1920,1080,5,historical_train
bb_V0004_I0001080,bb_V0004,,data/train/images/bb_V0004_I0001080_jpg.rf.9b5415e4bc049d665ea778fceda3f76f.jpg,legacy_train,9b5415e4bc049d665ea778fceda3f76f,9bafabc705c66ada0e368d3f047ce4b733581266fd8167cbd8cb57a3cf7223fa,16e80433eaebbdae9a41b722c54cd5e94dbf543b158a1b4e39ef3a6388c8507d,1920,1080,41,historical_train
bb_V0004_I0001080,bb_V0004,,data/train/images/bb_V0004_I0001080_jpg.rf.b670bb4eef59346ee0096d0c0f841bee.jpg,legacy_train,b670bb4eef59346ee0096d0c0f841bee,b0cf5a2f11f04f5298d75896d7b295ca28d0b88b69ce117ccd6aa5eeb35f2142,d72ee32137d0475a31124b14a82b1dfc0a036e332c97e43938e3249cd1c26752,1920,1080,41,historical_train
bb_V0004_I0001080,bb_V0004,,data/train/images/bb_V0004_I0001080_jpg.rf.d7be0cb8002961121f0bcf67eb706f84.jpg,legacy_train,d7be0cb8002961121f0bcf67eb706f84,5f243012727e52b703272724e6848f0a685966183fd9cb619a2427617e3eb604,a8b560cfc738cc2a40b3b210767b8fd4600064346b85b0ee6dcbc58c6cb3a509,1920,1080,41,historical_train
bb_V0004_I0001320,bb_V0004,,data/train/images/bb_V0004_I0001320_jpg.rf.2614268e4eda3d1a1b82419887b52a2a.jpg,legacy_train,2614268e4eda3d1a1b82419887b52a2a,1b9f294b0963710f791fe45820df7c9eabff6bff0ba82b142c3821d957b173c9,5586060f58e7fda35c31bb0d578e10e6088453e30fff2f0c196ad8835782d0a9,1920,1080,38,historical_train
bb_V0004_I0001320,bb_V0004,,data/train/images/bb_V0004_I0001320_jpg.rf.a7beb44d78f0063608996eb59e387988.jpg,legacy_train,a7beb44d78f0063608996eb59e387988,221de528de756e4a11937a04b492176ecfce79439eb4d71108bd184792c5690f,bcf710155f8f2111245093e7dbe507bd58798401e19ce75c11f7bb937a75da47,1920,1080,38,historical_train
bb_V0004_I0001320,bb_V0004,,data/train/images/bb_V0004_I0001320_jpg.rf.c25ce861dbcfc8890a278991df877a63.jpg,legacy_train,c25ce861dbcfc8890a278991df877a63,92c0dbd80bafd73a0ce157e1ac85b8782dafea1a077bf582b5233341e844ad35,9c2e9494301db2776a89324cd3377fad9897f07a3bf28ec805f8aec8fbda3d5f,1920,1080,36,historical_train
bb_V0004_I0001520,bb_V0004,,data/train/images/bb_V0004_I0001520_jpg.rf.090cc2f08d66d1c4a455ab4069ed4e8c.jpg,legacy_train,090cc2f08d66d1c4a455ab4069ed4e8c,4078673a50d32a7b1d47877d05f8cc93dfef95d6d1c7fc2993e7026af061eac4,28bdfeb57f5fc16e94ce228708a9244ae101eb8381781f62db1261549dfa09cd,1920,1080,37,historical_train
bb_V0004_I0001520,bb_V0004,,data/train/images/bb_V0004_I0001520_jpg.rf.3e3900d76831375baf89702aaaef69ec.jpg,legacy_train,3e3900d76831375baf89702aaaef69ec,27722831bb1dd78533aaceb36ddb3e91e98294ba819a43bd01ca638a4627d5a4,1433a19c3775aba48e0a3018e7c3d10d323aad1c463d584f3859f602e4a0e5f1,1920,1080,37,historical_train
bb_V0004_I0001520,bb_V0004,,data/train/images/bb_V0004_I0001520_jpg.rf.832e4bfd90b7b241a9284ac008942bfa.jpg,legacy_train,832e4bfd90b7b241a9284ac008942bfa,4e5bb62d94f3f8ffce129554ef2ba9dc9dde423fe5aa83ac2d7417871ff44680,06ce6dd302cd400aa0f5384ccee7e2f29017532a0dcdf3f2a7a990ef24bb42de,1920,1080,37,historical_train
bb_V0004_I0001600,bb_V0004,,data/train/images/bb_V0004_I0001600_jpg.rf.6b37fb78bfc25fee242c42ca6d2ec6ff.jpg,legacy_train,6b37fb78bfc25fee242c42ca6d2ec6ff,d9bbe3e5edd8e081ececab95b473042576ca7171740f33446177f19613ab59ba,2b060206bcb8a1612de5af20eac1b8bd0175d7d752174551fee4128d350fe550,1920,1080,14,historical_train
bb_V0004_I0001600,bb_V0004,,data/train/images/bb_V0004_I0001600_jpg.rf.e37407abc5d5b18d0a1a19bda2250a76.jpg,legacy_train,e37407abc5d5b18d0a1a19bda2250a76,b19f62e522e4878b8e23f2d5034f3892f242c864804091729aac31cb488ed7e0,09e46d4a1a602de301c2844e8f3f95951e0a23d62dd5c9179a61961503153921,1920,1080,14,historical_train
bb_V0004_I0001600,bb_V0004,,data/train/images/bb_V0004_I0001600_jpg.rf.ed185601ba2e99cc09fe3ee6a4326977.jpg,legacy_train,ed185601ba2e99cc09fe3ee6a4326977,55696d976662ee27c47f0b18726eaca048393053eb87f575f7e5fa0db99f49f1,b17fa2a25051aa70ad849cfcf9779dff720d2de88e27ad8fa71183236b41db46,1920,1080,14,historical_train
bb_V0004_I0001720,bb_V0004,,data/train/images/bb_V0004_I0001720_jpg.rf.0adf3dc033f316b44b2bca327e126351.jpg,legacy_train,0adf3dc033f316b44b2bca327e126351,c19a2a2a6d56a1ed600df67e113ca1ef30330894273496a7d2879304c85ff466,5612182176965b7c1c34c15311f2027fee5c253baa591dfb5d72ad8cb4daddf6,1920,1080,13,historical_train
bb_V0004_I0001720,bb_V0004,,data/train/images/bb_V0004_I0001720_jpg.rf.7d3d0817152f92273b354d29fedc98ae.jpg,legacy_train,7d3d0817152f92273b354d29fedc98ae,0c2bb80730db712839f61a7e0308242a3f46eda3fd73726f3132558457ceb808,d29e06de7dd7fd8c0e0b6a7aa6caa8d3c11116f85790a7651d7ce0b73ff97cda,1920,1080,13,historical_train
bb_V0004_I0001720,bb_V0004,,data/train/images/bb_V0004_I0001720_jpg.rf.8edc5b2f9ebd4adb1b5959febcaf31f3.jpg,legacy_train,8edc5b2f9ebd4adb1b5959febcaf31f3,874d09543783d95c1caee694f662ddd69ec4de5ab5997414e77cdd6434944c74,a8d13240822c2e8202f7536d533f73b4e50733a7afea35710c4f5013494364e9,1920,1080,13,historical_train
bb_V0004_I0002600,bb_V0004,,data/train/images/bb_V0004_I0002600_jpg.rf.3e14dc823e0aee44518a345afcbcd06d.jpg,legacy_train,3e14dc823e0aee44518a345afcbcd06d,8861c533575a7804cff2c8de3a87d9c65e29f8e0acaa6b6210037a6a7716182c,846b66450e6983ddceba2c5dc79b593140ff063df1bcfa1716e25c0086d7288d,1920,1080,42,historical_train
bb_V0004_I0002600,bb_V0004,,data/train/images/bb_V0004_I0002600_jpg.rf.503ec1b5a6e03b15636b3eb8ab505de7.jpg,legacy_train,503ec1b5a6e03b15636b3eb8ab505de7,f1e37a41d455f6fed1055e4b2742e265627de8a1badfd435aeb13c76d131c5c6,e3da3ccde8435519e68a56847d9352570067749e2dda4c902a684d0298627ff4,1920,1080,42,historical_train
bb_V0004_I0002600,bb_V0004,,data/train/images/bb_V0004_I0002600_jpg.rf.7ae26c09b9b59fb3ba967bf79057cc73.jpg,legacy_train,7ae26c09b9b59fb3ba967bf79057cc73,1e8c8c2b94b817fe255eac11085021d9f8707d10347514825567d19282f94bdf,1b35d89a72bbe0d1a7b688612b8e140edf05d7150e2e322fbd6cfcb31587e18d,1920,1080,42,historical_train
bb_V0004_I0002720,bb_V0004,,data/train/images/bb_V0004_I0002720_jpg.rf.101e2f8ece05f970cef3eb9a81307015.jpg,legacy_train,101e2f8ece05f970cef3eb9a81307015,849cacd12d6b38b30353bd8ce61b0e9190b1b1be10a8b0a04d0b807b0247921d,f42a5fc9a5c7e63191aa93c3258835380b6bb9fe9c4282cbc737a4f9cedc9b43,1920,1080,56,historical_train
bb_V0004_I0002720,bb_V0004,,data/train/images/bb_V0004_I0002720_jpg.rf.d79d4ffbc46533dedb3196a7b53d7443.jpg,legacy_train,d79d4ffbc46533dedb3196a7b53d7443,99b37711af14c8dfd5c2db64c230d6e4c136dda391067b399832dca22d0c562b,4ce078b5053aa43a06782ecd77c3e7c599f9447eda0e5907c3ba3ec54f2f55cf,1920,1080,56,historical_train
bb_V0004_I0002720,bb_V0004,,data/train/images/bb_V0004_I0002720_jpg.rf.ef2ac0783057fa7b24c298484b02e89c.jpg,legacy_train,ef2ac0783057fa7b24c298484b02e89c,b776ea237c3f44ddcf0e7c91fa3358f3a491330309db9de8824cf4b6aa498660,9d622f2d1fb8bde8c548af102e0646abe910c04fdd4037fd171b82484271e664,1920,1080,56,historical_train
bb_V0004_I0002840,bb_V0004,,data/train/images/bb_V0004_I0002840_jpg.rf.82605e2449d03fa9b7a8d131efc337f3.jpg,legacy_train,82605e2449d03fa9b7a8d131efc337f3,e161b80202f9d3b9a2964ac17e4d2ba22c30526814ebf853e45c73b959999a0e,bba2d444971c0f8b43894cc2b213b27f83e2869a4f5a167645b7545c99ddc696,1920,1080,75,historical_train
bb_V0004_I0002840,bb_V0004,,data/train/images/bb_V0004_I0002840_jpg.rf.d722bd6524e867cd3395f363a4295525.jpg,legacy_train,d722bd6524e867cd3395f363a4295525,b536f840f92550d70e51739175dfc75609bacaa6a299ee0896deaf2f97eefe98,16234fe031be33f9c6eaa9d6e370f71afadfd1fc6bb87c5a1573fdc7d0d0d723,1920,1080,79,historical_train
bb_V0004_I0002840,bb_V0004,,data/train/images/bb_V0004_I0002840_jpg.rf.ec3b65ec52ceef8c1588e9ec15dc481d.jpg,legacy_train,ec3b65ec52ceef8c1588e9ec15dc481d,082261c6e847b2db8096c2e9d94578fd94352c3a2f6c8dee881d6bc1c41a725f,915109f4048094428c5e82c9a5f6d8a207b93826cbfa4c6c1de72150eafa4378,1920,1080,77,historical_train
bb_V0004_I0002960,bb_V0004,,data/train/images/bb_V0004_I0002960_jpg.rf.128c3abfa19921f00666d0e6000a9a36.jpg,legacy_train,128c3abfa19921f00666d0e6000a9a36,6f15a196c510412e023af456ab37f645548ea3913d94a4e664b9651c50885221,16f8445eb43b2c8a5eeddf4b24cd760082ff17181cc7604f9e18df3a28bdfb0a,1920,1080,90,historical_train
bb_V0004_I0002960,bb_V0004,,data/train/images/bb_V0004_I0002960_jpg.rf.16c69ea87239506fe38248f9fe773c26.jpg,legacy_train,16c69ea87239506fe38248f9fe773c26,196c27b29c7486c9f3ddaff13019143c758ecc0e66dae30adc8bfa7d1c2f5ede,be8ea47ca11965d94e167ca15d6a9feca589b95d5a7d19790c4023326287bbb4,1920,1080,90,historical_train
bb_V0004_I0002960,bb_V0004,,data/train/images/bb_V0004_I0002960_jpg.rf.290e51b1dfe4d828f3c23658cb78b3fd.jpg,legacy_train,290e51b1dfe4d828f3c23658cb78b3fd,59a54cbe9e91e62b824e59e6544af7b870308c97d9bd487abc9fca5d560c1cea,4ed4f3eb8de3798760b84ca681bfbc14be7527256182f12fd6441dc6bcd09c96,1920,1080,90,historical_train
bb_V0005_I0000240,bb_V0005,,data/train/images/bb_V0005_I0000240_jpg.rf.8dc0e1c0fc6db95fe9d54055669dde52.jpg,legacy_train,8dc0e1c0fc6db95fe9d54055669dde52,be0fcb5e3ff931e41127262e19f5edadabe6a2072caf1f13b0bd8c16bed2534b,af28b50a2a7de8e30a0e5da66ff5710869697eb30998276ddbd9303b4de456ac,1920,1080,5,historical_train
bb_V0005_I0000240,bb_V0005,,data/train/images/bb_V0005_I0000240_jpg.rf.e01fc699dfc631ea0c19abe114975714.jpg,legacy_train,e01fc699dfc631ea0c19abe114975714,53f75377c067bf27b2e8bb55bb331cd10c197f232c72f3174c677594fa7cb4c1,9695a0a0d006569f1aa34dfdcb55f127531876f6b3c11d1800d13cd1cfe7c035,1920,1080,5,historical_train
bb_V0005_I0000240,bb_V0005,,data/train/images/bb_V0005_I0000240_jpg.rf.f1b62df259fd53bd4fcbb098613abf7a.jpg,legacy_train,f1b62df259fd53bd4fcbb098613abf7a,60cffa13fcdf4ee4917fa39bfba4ab56528265b12e0e4814c852c7be316a674a,967cb1c067debbc7237ed781a22d25aba3e55ce44c455dc44f100249eb6855d1,1920,1080,5,historical_train
bb_V0005_I0000880,bb_V0005,,data/train/images/bb_V0005_I0000880_jpg.rf.04b407c23a0c13688b553ec9460183f0.jpg,legacy_train,04b407c23a0c13688b553ec9460183f0,20c8898204e97b492bd86985d5250cea4bae039fe9a4457c2597f625ce6b5a56,d82d5febb94da018ebf49386b4a505f8e59815b95d90a681db7e6092a2143c6f,1920,1080,48,historical_train
bb_V0005_I0000880,bb_V0005,,data/train/images/bb_V0005_I0000880_jpg.rf.e1eb84e2f11916adadceba9499b0b688.jpg,legacy_train,e1eb84e2f11916adadceba9499b0b688,94ccd7205b04e25b38692a1b3090403fb95c508b61bf407fcdea85eee8a85168,1c75a85380e099eb8f40d09241a365843d08644b47df81db780bdb09f9792808,1920,1080,51,historical_train
bb_V0005_I0000880,bb_V0005,,data/train/images/bb_V0005_I0000880_jpg.rf.f0178460619d0564b4477537c56c5359.jpg,legacy_train,f0178460619d0564b4477537c56c5359,0326f6511875b6c099628c615c8d49a17b002e5b1144fa29255cff4433f8e935,bf03410541eb0351a7df009829b5ad2bf03b690ee208456565fb39a0e486920e,1920,1080,51,historical_train
bb_V0005_I0002560,bb_V0005,,data/train/images/bb_V0005_I0002560_jpg.rf.6d72b659e26bb59f6d98aa3324f770ce.jpg,legacy_train,6d72b659e26bb59f6d98aa3324f770ce,bb06fa28c5b70f5f888876f7639a8093a6e8f4846582d5ed11bc9f814cd00558,46cefb25b995a5432c08d1322ceeee53643f4657066e93c84d70e4c33cd67c9a,1920,1080,7,historical_train
bb_V0005_I0002560,bb_V0005,,data/train/images/bb_V0005_I0002560_jpg.rf.72bd30359e3b718793b132b3d2248619.jpg,legacy_train,72bd30359e3b718793b132b3d2248619,ddb7d0c01e255d58c8cdbc2d42c65c16d6dee0aa76b46507d3a838173ad4ca41,f56755db92b41a1c46e80eb3d526abdf50d93040219bf8ca476a3ab2a6542430,1920,1080,7,historical_train
bb_V0005_I0002560,bb_V0005,,data/train/images/bb_V0005_I0002560_jpg.rf.92afdeeb024ed513b36d7eef85e41c7a.jpg,legacy_train,92afdeeb024ed513b36d7eef85e41c7a,827ec1aa27f18b0e63031dc7d46fb83abd9c4879c95cb56242e973eafee70c4f,eb855f407cbb35d5a76e4381f917c8cfadb698b4e9520bcd4264d2570c785bb7,1920,1080,7,historical_train
bb_V0005_I0002600,bb_V0005,,data/train/images/bb_V0005_I0002600_jpg.rf.55b9c745c41b65d82bd43d87dca98bfe.jpg,legacy_train,55b9c745c41b65d82bd43d87dca98bfe,112a97c549e0c09d91e0cba8d8f94cf8a5288845776746b3056d42ba08db1e93,4733c9ed1d9fad0de7cccf9ca8968bd7942999ab1c25c2a8f1cedec9045589c8,1920,1080,22,historical_train
bb_V0005_I0002600,bb_V0005,,data/train/images/bb_V0005_I0002600_jpg.rf.a221dd308592743b01257ecbcbe2cef7.jpg,legacy_train,a221dd308592743b01257ecbcbe2cef7,469e0fc031d53d5d8bdca1942bfd8c595ebde352406930d7e4686d2050965287,1b20604d09c45f9c91d111c54a7d9de25253bbf52f3731004922e8f2c7a53157,1920,1080,22,historical_train
bb_V0005_I0002600,bb_V0005,,data/train/images/bb_V0005_I0002600_jpg.rf.aaf0e5260c70c322b44969f59cb82e7f.jpg,legacy_train,aaf0e5260c70c322b44969f59cb82e7f,53ee42b39061091e95180174ad49f7b8441f7ab66809a572bc7f434551da7d43,61231ecf9919cb04cc9512e808f52e9dc18625db75b228a6fbcd2e37af82a619,1920,1080,22,historical_train
bb_V0005_I0002680,bb_V0005,,data/train/images/bb_V0005_I0002680_jpg.rf.1471436c163c5a69a642384591189d51.jpg,legacy_train,1471436c163c5a69a642384591189d51,0b5d1fac9bb11a53915b0676ae40fac8b20b0451f257a27699bf4eb0b0a0ebdd,e768a9537b128c79b0b4c25cb6a0ad9073b2ef9ef13ad1eda280f53ad43dd021,1920,1080,24,historical_train
