split,class_id,class,cx,cy,bw_px,bh_px,area_px,sqrt_area,aspect,area_frac
train,0,dry-person,0.5522928833007813,0.2605993850658858,6.309571000000005,9.130402000000021,57.60891967754218,7.590053997010969,0.6910507335821566,8.237000091156631e-05
train,0,dry-person,0.173038810546875,0.17379767423133236,3.8804939999999988,9.192962999999994,35.673237763721964,5.972707741361699,0.42211569871433197,5.1006070649538404e-05
train,0,dry-person,0.9427293237304688,0.29165719765739384,4.9829710000000205,12.051955999999986,60.054547241276175,7.749486901806866,0.41345745039228704,8.586679178668925e-05
train,0,dry-person,0.9622100888671875,0.2755590973645681,5.082214000000022,6.413604999999988,32.59531312147008,5.709230519209228,0.7924114441098308,4.6605212987094614e-05
train,0,dry-person,0.9557309448242188,0.2760536229868228,4.411193000000026,5.908523000000008,26.063635297939186,5.105255654513218,0.7465813368247902,3.726613300972729e-05
train,1,wet-swimmer,0.32184702929687503,0.32900033601756956,5.260994000000039,8.00586100000001,42.118786685834365,6.489898819383424,0.6571428107482796,6.022200237611292e-05
train,1,wet-swimmer,0.3435146767578125,0.332684270863836,4.346038000000021,6.175950000000011,26.84091338610018,5.180821690243757,0.703703559776231,3.837749557630082e-05
train,1,wet-swimmer,0.3372600981445313,0.3363682057101025,2.9736049999999636,5.260994999999964,15.6441210369747,3.955264976834637,0.5652172260190295,2.2368172694246862e-05
train,1,wet-swimmer,0.34965756640625,0.3346936896046852,3.2023439999999823,5.718471999999977,18.312514498367825,4.279312386162972,0.5599999440409947,2.6183477217880423e-05
train,1,wet-swimmer,0.37434081494140625,0.30890614348462664,3.8885609999999815,5.718471999999977,22.236627198791805,4.715572838880957,0.6800000069948751,3.179422584014659e-05
train,1,wet-swimmer,0.3896421953125,0.3346936896046852,3.202344000000039,5.26099400000002,16.84751256993627,4.104572154309907,0.6086956191168489,2.4088797941549617e-05
train,1,wet-swimmer,0.38115383837890626,0.31811598169838945,3.20234499999998,4.574777000000007,14.650014252064931,3.827533703583148,0.7000002404488732,2.0946785568129077e-05
train,1,wet-swimmer,0.3827174829101562,0.30538966032210835,2.7448669999999993,6.862166000000002,18.835733001922,4.340015322775025,0.4000000874359493,2.6931582005401836e-05
train,1,wet-swimmer,0.37871109521484375,0.30808995607613465,2.4584630000000516,5.996252000000012,14.741563680676338,3.839474401617536,0.4099999466333381,2.1077684160923113e-05
train,1,wet-swimmer,0.42336424609375,0.30790071376281114,2.561875999999984,5.489732999999998,14.064015219107906,3.7502020237725735,0.4666667759615968,2.0108916343206536e-05
train,1,wet-swimmer,0.42479386376953127,0.29731777306002927,2.5618749999999864,5.67272400000003,14.532809797499999,3.812192256104091,0.45161284067407,2.0779205077410093e-05
train,1,wet-swimmer,0.43140584765625,0.3172780029282577,3.2938399999999888,5.489734000000019,18.082305438560002,4.252329413222828,0.5999999271367206,2.5854321236960105e-05
train,1,wet-swimmer,0.4424943203125,0.30880375549048317,2.85923600000001,4.8607019999999785,13.897894143671987,3.7279879484343814,0.5882351973027811,1.987139421622207e-05
train,1,wet-swimmer,0.48325228369140627,0.3161496661786237,5.260995000000037,5.718471999999977,30.08485259964009,5.484966052733608,0.9200001329026456,4.301572308467939e-05
train,1,wet-swimmer,0.5093874877929687,0.3218430204978038,3.8885609999999815,4.803516000000024,18.678764980476004,4.321893679913471,0.809523898744162,2.6707147036963538e-05
train,1,wet-swimmer,0.5252473125,0.3223453748169839,4.346037999999908,4.117300000000032,17.89394225739976,4.2301231964801875,1.0555553396643125,2.55849970508667e-05
train,1,wet-swimmer,0.5319486469726562,0.3191637950219619,3.431083000000058,4.803515999999948,16.4812620878281,4.059712069571942,0.7142857440258542,2.3565128122466513e-05
train,1,wet-swimmer,0.5454630048828124,0.3111261178623719,3.659821999999963,4.8035170000000065,17.580017193973845,4.192853109038503,0.7619046627710401,2.513614281257699e-05
train,1,wet-swimmer,0.5607643842773438,0.3153124077598829,3.8885609999999815,4.574776999999969,17.789299425896793,4.217736291649443,0.850000120224441,2.5435377336167405e-05
train,1,wet-swimmer,0.5841073662109375,0.32351753587115667,5.032255999999961,4.803515999999986,24.172522212095743,4.916555929926532,1.0476192855400035,3.456219432320607e-05
train,1,wet-swimmer,0.43678969873046875,0.3112935695461201,2.516126999999983,4.117299999999994,10.359649697099915,3.2186409705184444,0.611110922206297,1.4812365164457007e-05
train,1,wet-swimmer,0.06726001806640625,0.32248915885797946,5.003663000000003,6.4332809999999645,32.189970108302845,5.673620546732293,0.7777777777777826,4.6025648146251094e-05
train,1,wet-swimmer,0.0060056337890625,0.34813018448023425,5.361068000000001,4.2888540000000015,22.992837936072014,4.795084768392735,1.250000116581259,3.28754660277384e-05
train,1,wet-swimmer,0.00169396240234375,0.3525781178623719,3.469235,5.361067000000011,18.598801273745035,4.312632754332907,0.6471165161711265,2.6592813863677358e-05
train,1,wet-swimmer,0.14788544775390625,0.3606890541727672,10.72213499999998,4.2888540000000015,45.98567158328993,6.781273595961892,2.4999999999999947,6.575092592321607e-05
train,1,wet-swimmer,0.181043091796875,0.3596424816983894,5.71847200000002,4.288853999999964,24.52569151108788,4.952342022829995,1.333333333333349,3.506716049238178e-05
train,0,dry-person,0.131608279296875,0.2969579224011713,4.0989999999999895,10.686679999999983,43.80470131999982,6.618512017062432,0.38356159256195527,6.26325455824485e-05
train,0,dry-person,0.10680440722656251,0.30070883894582723,9.222752,5.270144000000017,48.60523111628816,6.971745198749605,1.7499999999999942,6.949640704538823e-05
train,0,dry-person,0.09543894384765625,0.2997443169838946,9.66193100000001,5.709322999999962,55.16308488271269,7.4271855290353885,1.6923076518879863,7.887291373466195e-05
train,0,dry-person,0.27050803466796874,0.28907444582723274,4.684573,8.080886999999976,37.85550505625089,6.152682752771419,0.5797102471548005,5.41263054999927e-05
train,0,dry-person,0.2655329638671875,0.28710253587115664,3.8647720000000163,7.026857999999984,27.15720404637605,5.2112574342835964,0.5500000142311151,3.882973217648479e-05
train,1,wet-swimmer,0.414050583984375,0.30090509736456805,4.803516000000002,5.489732999999998,26.370020301228003,5.135174807270732,0.8749999316906675,3.7704206369572435e-05
train,1,wet-swimmer,0.4180713842773438,0.3024121617862372,3.431083000000001,3.8885609999999775,13.341975541562928,3.6526669081046697,0.8823528806671724,1.9076534392104754e-05
train,1,wet-swimmer,0.4761164580078125,0.31415862957540264,2.5161279999999806,4.117299999999994,10.359653814399906,3.2186416101206277,0.6111111650839104,1.481237105142739e-05
train,1,wet-swimmer,0.6366134165039062,0.30829782357247437,6.404688999999962,10.750727000000017,68.8550629589027,8.297895092064174,0.5957447342863372,9.844988641406065e-05
train,1,wet-swimmer,0.7169177402343749,0.3064558557833089,4.803516000000059,5.03225500000004,24.17251740858049,4.916555441422428,0.95454542744754,3.456218745507596e-05
train,1,wet-swimmer,0.77756481640625,0.33559243411420203,8.2346,6.404689000000027,52.740052039400226,7.26223464502492,1.2857142634091938,7.54084290918401e-05
train,1,wet-swimmer,0.8114065551757812,0.3226986610541728,3.888561000000095,4.346038999999974,16.89983775987931,4.110941225544257,0.8947367936643272,2.416361319528864e-05
train,1,wet-swimmer,0.9053369252929687,0.36472901171303074,4.57477700000004,5.032256000000023,23.02144900691231,4.798067215755976,0.9090906742423316,3.291637451802753e-05
train,1,wet-swimmer,0.9489865214843749,0.31688917496339675,4.025803999999994,4.3917869999999954,17.680473671747954,4.204815533617135,0.9166664958933568,2.5279776822937573e-05
train,1,wet-swimmer,0.3199264833984375,0.7818492357247437,18.73788000000002,16.182714000000015,303.22975300632055,17.413493417643704,1.1578947758701044,0.00043356194095202767
train,1,wet-swimmer,0.3800211123046875,0.7837197811127379,21.718906000000004,14.479271000000038,314.4739257975269,17.73341269461484,1.499999965467871,0.0004496390090214456
train,1,wet-swimmer,0.3687923583984375,0.805231055636896,17.46029599999997,12.349966000000034,215.63406194993624,14.68448371410913,1.413793042021324,0.0003083164547920712
train,1,wet-swimmer,0.32512498095703124,0.8223777247437775,17.46029699999997,18.737879999999837,327.1689499503566,18.08781219358374,0.9318181672633254,0.00046779052369823586
train,1,wet-swimmer,0.6438399775390625,0.4930934890190337,5.536192000000028,9.368939999999995,51.86825067648024,7.201961585323837,0.590909110315578,7.416191588762844e-05
train,1,wet-swimmer,0.6309477041015625,0.4958993074670571,7.239636000000019,5.536192000000014,40.080014906112204,6.33087789379263,1.307692363270638,5.7306939321742604e-05
train,1,wet-swimmer,0.8164759018554688,0.5978212774524159,8.17652899999996,17.170710999999987,140.3968164421182,11.848916256017603,0.47619047341720244,0.00020074123873609962
train,1,wet-swimmer,0.164965978515625,0.9762178111273792,337.850324,32.486470000000075,10975.564415116305,104.76432797052776,10.399724069743472,0.015693008234461226
train,0,dry-person,0.7382999877929688,0.1651590805270864,4.325928999999974,14.373247999999993,62.17765034739159,7.88528061310386,0.3009708731109333,8.890243289513118e-05
train,0,dry-person,0.4802267705078125,0.3475308228404099,5.045342000000005,8.795638000000013,44.377001818196106,6.661606549338988,0.5736186505174494,6.345082845985672e-05
train,0,dry-person,0.08209666064453125,0.2436407811127379,4.419789000000009,11.469502999999985,50.69278319486703,7.119886459408397,0.3853513966559854,7.24812168209917e-05
train,0,dry-person,0.4856502216796875,0.3499189707174232,5.213505999999995,7.584803999999971,39.54342116282381,6.288355998416741,0.6873619937970731,5.6539710438243237e-05
train,0,dry-person,0.8693297470703125,0.3910568294289898,3.547078000000056,6.89853700000006,24.469648824886598,4.946680586503095,0.5141782960648069,3.4987029912962395e-05
train,0,dry-person,0.08765777392578125,0.24112861639824304,4.756444999999999,10.90836399999999,51.88503340597995,7.2031266409788985,0.43603651289964324,7.418591205787304e-05
train,0,dry-person,0.6996717788085938,0.3729231852122987,4.682142999999996,10.18021100000002,47.66520367217306,6.903999107196716,0.4599259288437133,6.815234328126867e-05
train,0,dry-person,0.21330249658203126,0.22482973133235723,6.843287000000004,11.76518499999997,80.51253756309484,8.972877886335846,0.5816557070713313,0.00011511789892234231
train,1,wet-swimmer,0.78112811328125,0.4330582035139092,4.561276000000021,6.553852000000028,29.893927835152265,5.467533981161184,0.695968721905835,4.274273631261477e-05
train,0,dry-person,0.74386105078125,0.3556388074670571,4.93453199999999,11.330506999999988,55.91074936772383,7.477349086924043,0.43550849048502377,7.994193437689283e-05
train,0,dry-person,0.6530355517578126,0.3355726464128843,4.374797999999942,10.816341000000014,47.31930697411743,6.878903035667637,0.40446191554056365,6.765777557380901e-05
train,0,dry-person,0.750259580078125,0.35666274231332357,5.415778000000046,8.917906000000041,48.29739912086863,6.94963302058955,0.6072925639718585,6.905626475691549e-05
train,0,dry-person,0.426940251953125,0.321862574670571,4.543711999999971,9.013168999999975,40.95324414332762,6.399472176932065,0.5041192503990531,5.855549411964624e-05
train,0,dry-person,0.5813704204101562,0.33161384187408494,5.558014999999955,10.147183999999992,56.3982008797595,7.509873559505479,0.5477396487537783,8.063889904339698e-05
train,1,wet-swimmer,0.9496154702148438,0.4254323740849195,6.786944999999946,7.608009000000021,51.635138642504735,7.185759433943272,0.8920789920201102,7.38286091955652e-05
train,0,dry-person,0.6097662841796875,0.3295524912152269,7.155443999999989,9.352142999999998,66.91873551649188,8.180387247342994,0.7651127661328522,9.568129963810264e-05
train,0,dry-person,0.7339781337890625,0.34287123499267935,5.033390000000054,9.381898999999995,47.222756607610485,6.871881591501012,0.5365001264669399,6.751972657338157e-05
train,0,dry-person,0.32373904150390626,0.3100704714494875,6.460945000000038,9.058596000000016,58.527090533220445,7.6503000289675205,0.7132391156422062,8.368281383433102e-05
train,0,dry-person,0.5344021918945312,0.31744968374816984,5.160698999999909,12.69733399999996,65.52711887646464,8.094882264521495,0.40643957227555993,9.369154762488653e-05
train,0,dry-person,0.2866779130859375,0.2321172532942899,5.932108000000028,12.449241999999993,73.8502480621363,8.593616704399627,0.4765035493727274,0.0001055920686283748
train,0,dry-person,0.48285321484375,0.317844102489019,4.741539999999986,11.460904,54.34233475215984,7.371725357890095,0.4137143108431924,7.769939426267365e-05
train,0,dry-person,0.5431834809570313,0.32334412664714496,6.788075000000049,9.608512999999968,65.22330688247526,8.076094779190946,0.706464673566042,9.325715318801939e-05
train,0,dry-person,0.16696361181640626,0.19345622035139093,4.362277000000006,9.487008999999992,41.38496115949302,6.433114421451947,0.4598158386905725,5.917276886137247e-05
train,0,dry-person,0.9325342773437499,0.3987585366032211,5.614588000000026,12.429542999999956,69.78676297328408,8.353847195950143,0.4517131482629768,9.978204350819581e-05
train,0,dry-person,0.9525777612304687,0.3848736017569546,5.418336999999951,6.798712000000054,36.837712781943964,6.069407943279473,0.7969652192944646,5.267105254555952e-05
train,0,dry-person,0.9460813305664062,0.384632046852123,4.72084499999994,6.242784000000014,29.47121563247969,5.428739783087756,0.7562082878407983,4.213833677319685e-05
train,1,wet-swimmer,0.3103466318359375,0.36556464641288433,5.680564000000004,8.404514999999984,47.74238534645994,6.909586481581943,0.6758943258474778,6.826269866749969e-05
train,1,wet-swimmer,0.33188550537109374,0.3717101939970717,4.669705000000022,6.505272999999998,30.377705854465134,5.511597395897594,0.7178338249601551,4.343444857027981e-05
train,1,wet-swimmer,0.32550215234375,0.3746835600292826,3.2493220000000065,5.486321000000038,17.826823524362162,4.2221823177549025,0.5922588197081402,2.5489029792108233e-05
train,1,wet-swimmer,0.33795815478515623,0.37441749267935576,3.50203700000003,5.961131000000014,20.876101323847227,4.569037242554193,0.5874786177321085,2.9848927817085737e-05
train,1,wet-swimmer,0.36354282177734376,0.35143415373352854,4.1882530000000315,6.013129999999982,25.184509761890112,5.018417057388725,0.6965179532123943,3.6009147605191525e-05
train,1,wet-swimmer,0.3779427836914062,0.37896005490483164,3.4780609999999683,5.5036530000000194,19.142040856832892,4.37516180921722,0.6319549942556255,2.7369545057468332e-05
train,1,wet-swimmer,0.37003390966796873,0.3614180043923865,3.4420989999999847,4.817436000000007,16.58209163816395,4.072111447168894,0.7145085061846135,2.370929555694653e-05
train,1,wet-swimmer,0.37204241015625,0.3488693250366032,3.104498000000035,7.070159999999981,21.949297579680188,4.68500774595733,0.4390986908358571,3.13833981224838e-05
train,1,wet-swimmer,0.3679416323242187,0.35111446412884334,2.77271300000001,6.182544000000015,17.142420121872107,4.140340580419938,0.44847444676495685,2.451046068852962e-05
train,1,wet-swimmer,0.4126013979492188,0.35599816544655927,2.8495810000000006,5.683859999999994,16.196619462659985,4.024502386961646,0.5013460922682831,2.31581423045445e-05
train,1,wet-swimmer,0.41440094873046873,0.34557763982430456,2.8591690000000085,5.866852000000009,16.774321365988076,4.095646635879135,0.4873429566656879,2.398414818297618e-05
train,1,wet-swimmer,0.42031521142578127,0.3662890424597365,3.5815450000000055,5.739325999999962,20.555654338669896,4.533834396917238,0.6240358188400571,2.9390748448180556e-05
train,1,wet-swimmer,0.43169990625,0.3590745314787701,3.1139739999999847,5.077361999999966,15.810773256587817,3.9762763053625707,0.6133054921039716,2.260645425825262e-05
train,1,wet-swimmer,0.4722010888671875,0.3710508616398243,5.5606879999999705,6.117127000000009,34.01543470337587,5.83227525956859,0.909035892176174,4.863572174599633e-05
train,1,wet-swimmer,0.49813727880859376,0.37971337701317714,4.140303000000017,5.098173000000008,21.10798096641912,4.5943422778912675,0.8121150459193932,3.0180472419500254e-05
train,1,wet-swimmer,0.5139795429687499,0.3820175307467057,4.561816000000022,4.446622999999982,20.284675947368015,4.503851235039631,1.0259057266604432,2.9003299933896892e-05
train,1,wet-swimmer,0.520792091796875,0.37959727379209374,3.6828239999999823,5.063508000000025,18.648008786592005,4.318334029066302,0.727326588602203,2.6663171421165818e-05
train,1,wet-swimmer,0.5345874111328125,0.3730949319180088,3.9115639999999985,5.080840999999989,19.87403474532395,4.458030366128516,0.7698654612494285,2.8416159672006472e-05
train,1,wet-swimmer,0.5497424565429687,0.3790195768667643,4.128315000000043,4.869434000000029,20.102557423710333,4.483587561731156,0.847801818445433,2.874290444230179e-05
train,1,wet-swimmer,0.5727986230468749,0.3898766486090776,5.283997999999997,5.184838000000016,27.39667362232407,5.2341831857821015,1.0191249948407222,3.917212896676552e-05
train,1,wet-swimmer,0.42590825146484373,0.3609162562225476,2.7319049999999834,4.307960000000027,11.768937463800002,3.430588501088407,0.6341528240744961,1.682738359003249e-05
train,1,wet-swimmer,0.05598722314453125,0.3301304172767203,5.340817000000001,6.812435999999992,36.383974000211964,6.031912963580623,0.7839805027159166,5.2022290790017565e-05
train,1,wet-swimmer,0.13527735302734376,0.3774899846266472,10.946905000000015,5.101329000000044,55.84376393674556,7.4728685213073005,2.145892766375178,7.984615771519486e-05
train,1,wet-swimmer,0.16847158056640624,0.38021037628111276,5.943241,4.7221739999999786,28.065018125933875,5.2976426951932005,1.2585815346914424,4.012773684276325e-05
train,0,dry-person,0.12122794287109374,0.31190964055636894,4.659064999999998,10.997282999999987,51.23705632039492,7.158006448753376,0.42365600667001146,7.325942578753392e-05
train,0,dry-person,0.09629295556640624,0.3128426456808199,9.498948999999996,5.969001999999995,56.69924557889793,7.529890143879785,1.5913797649925403,8.106933676521598e-05
train,0,dry-person,0.08496120800781251,0.3105869187408492,9.961144000000004,6.44146100000002,64.16432059138423,8.010263453306903,1.5464106667726427,9.174300047953684e-05
train,0,dry-person,0.26040327001953123,0.31980624963396775,5.108074999999985,8.435863000000005,43.0910208937249,6.564375133531363,0.60551896113059,6.161211580018774e-05
train,0,dry-person,0.2554971279296875,0.31726913396778916,4.233034000000032,7.3197129999999495,30.98459399924202,5.566380691189026,0.5783060073530288,4.4302185325599976e-05
train,1,wet-swimmer,0.4035322719726563,0.3479444450951684,5.091220999999962,5.853721999999989,29.80259237456172,5.459175063556922,0.8697408247265538,4.261214365414777e-05
train,1,wet-swimmer,0.4075003916015625,0.3499083030746706,3.634874000000025,4.148551999999996,15.079463802448089,3.8832285282285524,0.8761789655764296,2.1560818257069124e-05
train,1,wet-swimmer,0.46513486083984373,0.3682491398243045,2.7319069999999783,4.307960999999971,11.768948811626828,3.430590155006399,0.6341531411263929,1.6827399815306476e-05
train,1,wet-swimmer,0.6258366875,0.3806220292825769,6.968110000000024,11.236046,78.29400449306027,8.848389937896062,0.6201567704511022,0.00011194581078002074
train,1,wet-swimmer,0.7062053979492188,0.3879032532942899,5.067244999999957,5.396244000000031,27.34409042777993,5.229157716858417,0.9390318525255581,3.9096944814610303e-05
train,1,wet-swimmer,0.7658339882812499,0.4239298081991215,8.570256000000086,7.0286700000000195,60.23750123952077,7.761282190432246,1.2193282655182363,8.612838185098024e-05
train,1,wet-swimmer,0.8001264365234375,0.4148807188872621,4.116328000000067,4.640695999999995,19.102626884288288,4.370655200800938,0.8870066041818019,2.7313190434389138e-05
train,1,wet-swimmer,0.892587611328125,0.4675822855051245,4.8385059999999385,5.378912000000012,26.025897985471726,5.101558387931253,0.8995324705070333,3.7212175697565494e-05
train,1,wet-swimmer,0.9379094765625,0.4247013806734993,4.255967999999939,4.6968440000000005,19.989617764991713,4.4709750351563935,0.9061335654324347,2.8581421813506178e-05
train,1,wet-swimmer,0.29259649023437495,0.8181953572474377,19.585980000000006,17.60258600000007,344.7638973442815,18.567818863406696,1.1126762851776397,0.0004929480139096265
train,1,wet-swimmer,0.3526257333984375,0.8268931178623719,22.477732000000003,16.125031000000067,362.45412530969355,19.038227998153964,1.393965196097912,0.000518241737551607
train,1,wet-swimmer,0.3406450400390625,0.847128718887262,18.107529999999997,13.67302800000004,247.58476470084068,15.734826490967121,1.3243247947711323,0.00035399999528281805
train,1,wet-swimmer,0.29637829101562496,0.8593144363103953,18.44230799999997,20.06094199999992,369.9700711341339,19.23460608211496,0.9193141578296793,0.0005289881370306407
train,1,wet-swimmer,0.6266036088867188,0.5662386881405563,6.027197000000001,9.788447999999992,58.99690442025596,7.680944240147559,0.6157459282615596,8.435455998961377e-05
train,1,wet-swimmer,0.6136132563476563,0.5675798440702782,7.529774999999972,6.084778999999993,45.81701679472478,6.768826840356073,1.2374771540593308,6.550978105944131e-05
train,1,wet-swimmer,0.7955787128906251,0.690579251830161,9.076408000000015,17.790291999999933,161.47194863113566,12.707161312863533,0.5101888153381658,0.00023087474353600794
train,1,wet-swimmer,0.1483195087890625,0.9781089787701318,303.758354,29.903135000000024,9083.327067039798,95.30649016221192,10.15807720494857,0.012987462062819989
train,0,dry-person,0.7325267563476563,0.24903566691068812,5.079199000000017,14.701046999999983,74.66954322135317,8.64115404453324,0.34549913349709194,0.0001067635077629615
train,0,dry-person,0.5029002836914063,0.32606079575402636,5.14396099999999,8.661241000000018,44.55308591560101,6.674809803702351,0.5939057693926285,6.370259584839548e-05
train,0,dry-person,0.10023046337890626,0.23968958565153733,4.5503049999999945,11.357554000000004,51.68033475396996,7.188903584968292,0.4006412824451456,7.389323119791184e-05
train,0,dry-person,0.5084608720703125,0.3282088140556369,5.297781999999984,7.443618000000025,39.43466545527601,6.279702656597365,0.711721369903717,5.6384210078576836e-05
train,0,dry-person,0.8919507041015624,0.3525536083455344,3.6247899999999618,6.805149000000026,24.667236043709835,4.966612129380533,0.5326540241808001,3.5269542751003494e-05
train,0,dry-person,0.10554826318359375,0.23693875768667644,4.880084999999994,10.785683000000006,52.63504982305496,7.255001710754792,0.4524595243527917,7.525829552390499e-05
train,0,dry-person,0.7223810249023437,0.34184554538799417,4.797312999999917,10.058589000000003,48.254199771356184,6.9465242943040355,0.47693697396323836,6.899449775141292e-05
train,0,dry-person,0.2288269013671875,0.21518597364568082,6.975116000000014,11.582641999999996,80.79027153647213,8.988340866726858,0.6022042293977502,0.0001155150066578859
train,1,wet-swimmer,0.8077750893554687,0.3983369970717423,4.63404700000001,6.430202000000008,29.7978582874941,5.4587414563701495,0.7206689618770924,4.260537479338354e-05
train,0,dry-person,0.7648441186523438,0.32266063836017567,5.062960999999973,11.20325399999999,56.72163807509365,7.531376904331216,0.4519187907370463,8.110135385462466e-05
train,0,dry-person,0.6732642363281249,0.3065855117130307,4.497698000000014,10.704707000000004,48.14653926448617,6.938770731511899,0.42016077600255775,6.884056332426762e-05
train,0,dry-person,0.7712656337890624,0.32340400439238653,5.515500000000088,8.772838000000018,48.38658798900087,6.956046865066456,0.628701909233942,6.918378818888531e-05
train,0,dry-person,0.448095779296875,0.3027552327964861,4.6453259999999545,8.893814000000026,41.31466541336371,6.4276485135206105,0.5223097762107394,5.9072259066966325e-05
train,0,dry-person,0.6019228247070312,0.30575770351390924,5.6720209999999724,9.999834999999992,56.71927411653468,7.531219962033687,0.567211458989071,8.109797383518067e-05
train,1,wet-swimmer,0.9741908969726563,0.38337589385065884,6.870094999999992,7.420731000000009,50.981126939445005,7.140106927731895,0.9257976067317335,7.289349454875807e-05
train,0,dry-person,0.6299094951171875,0.3024612913616398,7.25871200000006,9.156742000000012,66.46615303630463,8.152677660517718,0.7927177592204793,9.503419117791543e-05
train,0,dry-person,0.7540599985351563,0.310343472181552,5.138891000000058,9.248753000000006,47.52833355292356,6.894079601580153,0.5556306888074591,6.79566445611668e-05
train,0,dry-person,0.344889333984375,0.2954811969253295,6.561387999999965,8.883103000000002,58.2854854269637,7.634493134908414,0.7386369380159122,8.3337363634362e-05
train,0,dry-person,0.5542713720703125,0.2936631852122986,5.3049499999999625,12.565550999999989,66.65961977744946,8.164534265801661,0.422182043588854,9.531081250207247e-05
train,0,dry-person,0.3021211743164062,0.21926284919472916,6.072765000000004,12.294462000000017,74.66137852743016,8.6406816008594,0.4939431265882147,0.00010675183377480749
train,0,dry-person,0.5032061494140625,0.2963047979502196,4.871669999999995,11.339508000000006,55.242340938359966,7.432519151563618,0.4296191686623434,7.898623509900022e-05
train,0,dry-person,0.563431630859375,0.2991657357247438,6.894674000000009,9.424274999999977,64.97730381134993,8.060850067539398,0.7315866737759696,9.290541471928465e-05
train,0,dry-person,0.18046741015625,0.18588089238653,4.469605999999999,9.373698999999998,41.89674129259398,6.472769213605099,0.4768241438091835,5.9904518914419925e-05
train,0,dry-person,0.9551955693359375,0.35748754026354324,5.755296000000044,12.28404199999998,70.69829778643242,8.408227981354479,0.4685180985216473,0.00010108536812893544
train,0,dry-person,0.9739882568359375,0.3427497723279649,5.493216000000075,6.6503129999999695,36.53160577660833,6.0441381334817565,0.8260086404955828,5.223337667089176e-05
train,0,dry-person,0.96753025,0.34279186237188874,4.789828000000057,6.113978000000005,29.28490301578437,5.41155273611783,0.7834225114974331,4.187194451149623e-05
train,1,wet-swimmer,0.33590942529296874,0.3514747613469985,5.774033000000031,8.250895999999987,47.64094578356818,6.902242083813649,0.6998067846207298,6.811765902893968e-05
