split,name,img_w,img_h,n_obj,has_label_file
train,bb_V0004_I0002600_jpg.rf.7ae26c09b9b59fb3ba967bf79057cc73.jpg,1920,1080,42,True
train,bb_V0004_I0002720_jpg.rf.101e2f8ece05f970cef3eb9a81307015.jpg,1920,1080,56,True
train,bb_V0004_I0002720_jpg.rf.d79d4ffbc46533dedb3196a7b53d7443.jpg,1920,1080,56,True
train,bb_V0004_I0002720_jpg.rf.ef2ac0783057fa7b24c298484b02e89c.jpg,1920,1080,56,True
train,bb_V0004_I0002840_jpg.rf.82605e2449d03fa9b7a8d131efc337f3.jpg,1920,1080,75,True
train,bb_V0004_I0002840_jpg.rf.d722bd6524e867cd3395f363a4295525.jpg,1920,1080,79,True
train,bb_V0004_I0002840_jpg.rf.ec3b65ec52ceef8c1588e9ec15dc481d.jpg,1920,1080,77,True
train,bb_V0004_I0002960_jpg.rf.128c3abfa19921f00666d0e6000a9a36.jpg,1920,1080,90,True
train,bb_V0004_I0002960_jpg.rf.16c69ea87239506fe38248f9fe773c26.jpg,1920,1080,90,True
train,bb_V0004_I0002960_jpg.rf.290e51b1dfe4d828f3c23658cb78b3fd.jpg,1920,1080,90,True
train,bb_V0005_I0000240_jpg.rf.8dc0e1c0fc6db95fe9d54055669dde52.jpg,1920,1080,5,True
train,bb_V0005_I0000240_jpg.rf.e01fc699dfc631ea0c19abe114975714.jpg,1920,1080,5,True
train,bb_V0005_I0000240_jpg.rf.f1b62df259fd53bd4fcbb098613abf7a.jpg,1920,1080,5,True
train,bb_V0005_I0000880_jpg.rf.04b407c23a0c13688b553ec9460183f0.jpg,1920,1080,48,True
train,bb_V0005_I0000880_jpg.rf.e1eb84e2f11916adadceba9499b0b688.jpg,1920,1080,51,True
train,bb_V0005_I0000880_jpg.rf.f0178460619d0564b4477537c56c5359.jpg,1920,1080,51,True
train,bb_V0005_I0002560_jpg.rf.6d72b659e26bb59f6d98aa3324f770ce.jpg,1920,1080,7,True
train,bb_V0005_I0002560_jpg.rf.72bd30359e3b718793b132b3d2248619.jpg,1920,1080,7,True
train,bb_V0005_I0002560_jpg.rf.92afdeeb024ed513b36d7eef85e41c7a.jpg,1920,1080,7,True
train,bb_V0005_I0002600_jpg.rf.55b9c745c41b65d82bd43d87dca98bfe.jpg,1920,1080,22,True
train,bb_V0005_I0002600_jpg.rf.a221dd308592743b01257ecbcbe2cef7.jpg,1920,1080,22,True
train,bb_V0005_I0002600_jpg.rf.aaf0e5260c70c322b44969f59cb82e7f.jpg,1920,1080,22,True
train,bb_V0005_I0002680_jpg.rf.1471436c163c5a69a642384591189d51.jpg,1920,1080,24,True
train,bb_V0005_I0002680_jpg.rf.b0bf85f81da8bd2084f6c750d4fbe055.jpg,1920,1080,24,True
train,bb_V0005_I0002680_jpg.rf.b24dfd15e5cf2ff359f48aa9fa44d844.jpg,1920,1080,24,True
train,bb_V0005_I0002720_jpg.rf.72b87a8d550ecb063e4d5e1c7a63c850.jpg,1920,1080,1,True
train,bb_V0005_I0002720_jpg.rf.bae1d8d62040259b7db661ab285858a7.jpg,1920,1080,1,True
train,bb_V0005_I0002720_jpg.rf.d126729a10ca86a5989c7ac2bb1bd43d.jpg,1920,1080,1,True
train,bb_V0005_I0002800_jpg.rf.1dbae3ba63ae2ac94ccbaa75ed9cd18d.jpg,1920,1080,33,True
train,bb_V0005_I0002800_jpg.rf.1f3479ca986fcd09d60068ee3b2b9f93.jpg,1920,1080,33,True
train,bb_V0005_I0002800_jpg.rf.9db9f314e2a4f0348d5edcdbe6e70c34.jpg,1920,1080,33,True
train,bb_V0005_I0002840_jpg.rf.05cca95967acd50ff27582c9a104bd4c.jpg,1920,1080,22,True
train,bb_V0005_I0002840_jpg.rf.ef9c28aa95a49108e1ed9fd8701c1b62.jpg,1920,1080,22,True
train,bb_V0005_I0002840_jpg.rf.f530383f1698e6a7d18247495e3be9b5.jpg,1920,1080,22,True
train,bb_V0005_I0003280_jpg.rf.1a7cf2c0f09c94a27598896d6bccac94.jpg,1920,1080,3,True
train,bb_V0005_I0003280_jpg.rf.2fe51964c92d0f929a8084a31638c1af.jpg,1920,1080,3,True
train,bb_V0005_I0003280_jpg.rf.765115074cd13f514754cda3a31e5be4.jpg,1920,1080,3,True
train,bb_V0005_I0003600_jpg.rf.60cc9fdfe6514a547919fa20e6857c9b.jpg,1920,1080,26,True
train,bb_V0005_I0003600_jpg.rf.7532d7b472c05e6787355c411c850176.jpg,1920,1080,26,True
train,bb_V0005_I0003600_jpg.rf.f36886ff4fba831f46b4efdadd3ed2ac.jpg,1920,1080,26,True
train,bb_V0005_I0003640_jpg.rf.95aaf0c8dc3e08800733a6ab594ff94b.jpg,1920,1080,15,True
train,bb_V0005_I0003640_jpg.rf.e78382357f862747495dabae921db9fb.jpg,1920,1080,15,True
train,bb_V0005_I0003640_jpg.rf.f734b63562bbe6b980aa549e202bb0c3.jpg,1920,1080,15,True
train,bb_V0005_I0003760_jpg.rf.334576ef788dd29d0d19e7c25c97cf77.jpg,1920,1080,20,True
train,bb_V0005_I0003760_jpg.rf.b9e276ae534baf3bf2cb10be14daaf2e.jpg,1920,1080,20,True
train,bb_V0005_I0003760_jpg.rf.ddd5b201327fa98e0ea2383726e131b4.jpg,1920,1080,20,True
train,bb_V0005_I0003800_jpg.rf.4b58fc43b1ece474595e5526dd557af2.jpg,1920,1080,22,True
train,bb_V0005_I0003800_jpg.rf.76c343590ef531d0a5848ef1e6ac008c.jpg,1920,1080,22,True
train,bb_V0005_I0003800_jpg.rf.fde12181dc438948c83df142b70a01b9.jpg,1920,1080,22,True
train,bb_V0005_I0003960_jpg.rf.056c495d4a8f37e946fe9ae0ff2e4cbd.jpg,1920,1080,43,True
train,bb_V0005_I0003960_jpg.rf.29790f5587a015f26a0c25f9ff463b59.jpg,1920,1080,43,True
train,bb_V0005_I0003960_jpg.rf.62e5858f1d3b50bab113dd8320d4b423.jpg,1920,1080,43,True
train,bb_V0005_I0004040_jpg.rf.28341f263f1dedf284b25a6508152e19.jpg,1920,1080,31,True
train,bb_V0005_I0004040_jpg.rf.618311524151afb838282bbb9fdbeb13.jpg,1920,1080,31,True
train,bb_V0005_I0004040_jpg.rf.de0a36aefeea790a0c0bb6d1ad00efb4.jpg,1920,1080,31,True
train,bb_V0005_I0004560_jpg.rf.0f978bcae59d10ca5d2ed3430a222396.jpg,1920,1080,7,True
train,bb_V0005_I0004560_jpg.rf.9d93c32f392ae3aeb07e33b1d79613db.jpg,1920,1080,7,True
train,bb_V0005_I0004560_jpg.rf.b61091a4fe3fca798c47cc4f9625de5a.jpg,1920,1080,7,True
train,bb_V0005_I0004640_jpg.rf.4936bc5af618266ce6983192a8abd4f9.jpg,1920,1080,7,True
train,bb_V0005_I0004640_jpg.rf.5569d8637f789f2abd06038e64726694.jpg,1920,1080,7,True
train,bb_V0005_I0004640_jpg.rf.d2a414450eab868cf7761d8e115834f1.jpg,1920,1080,7,True
train,bb_V0005_I0004720_jpg.rf.5965f32c5250a289d331e88581c17ab2.jpg,1920,1080,26,True
train,bb_V0005_I0004720_jpg.rf.9bc69893a9999014ce5df78dd60de60a.jpg,1920,1080,26,True
train,bb_V0005_I0004720_jpg.rf.a55d67cd9dfbda28f74128c9a1eea7e5.jpg,1920,1080,26,True
train,bb_V0005_I0005040_jpg.rf.5f0f8d86dd7d1be2067273101df91c0b.jpg,1920,1080,8,True
train,bb_V0005_I0005040_jpg.rf.96e2e63566e39a9eef5f5a955d9a1eec.jpg,1920,1080,8,True
train,bb_V0005_I0005040_jpg.rf.b18b16fcfb62f0e6a457fa1967dd573e.jpg,1920,1080,8,True
train,bb_V0005_I0005080_jpg.rf.28ed13dc8c37fd698590be9b462919bb.jpg,1920,1080,1,True
train,bb_V0005_I0005080_jpg.rf.2d52b83f77f0ac7dc70d5ecb6af038ae.jpg,1920,1080,1,True
train,bb_V0005_I0005080_jpg.rf.e12abfd4bf2c253dd3e0a0ab98f316b7.jpg,1920,1080,1,True
train,bb_V0005_I0005120_jpg.rf.1147313b70b1e2d537ff0f8a586defa0.jpg,1920,1080,1,True
train,bb_V0005_I0005120_jpg.rf.dc15ef56785d7b896b74db3934a18ec7.jpg,1920,1080,1,True
train,bb_V0005_I0005120_jpg.rf.ea57d99327160d24e4e1a037c54f76a0.jpg,1920,1080,1,True
train,bb_V0005_I0006360_jpg.rf.37cc9a4a21be0adf533c52100787760c.jpg,1920,1080,29,True
train,bb_V0005_I0006360_jpg.rf.44c16307d57cd0583f33cfd313689a37.jpg,1920,1080,29,True
train,bb_V0005_I0006360_jpg.rf.a5086ac6c66cb2d0a8366e8c9b2b332e.jpg,1920,1080,29,True
train,bb_V0005_I0006480_jpg.rf.200dcfd5e8bd1c34eb8d696d80b22834.jpg,1920,1080,26,True
train,bb_V0005_I0006480_jpg.rf.4751c98b8653542d7db696b7c954b0f1.jpg,1920,1080,26,True
train,bb_V0005_I0006480_jpg.rf.975ae37d1ad38e0a7833f61b37481dd8.jpg,1920,1080,25,True
train,bb_V0005_I0006520_jpg.rf.0631f54e0796e73b1d99c869603508e9.jpg,1920,1080,29,True
train,bb_V0005_I0006520_jpg.rf.4198276c2d86b560a4fa184cccdf5e32.jpg,1920,1080,29,True
train,bb_V0005_I0006520_jpg.rf.e0c75ae6a81c58443718ef544bac0702.jpg,1920,1080,29,True
train,bb_V0005_I0006560_jpg.rf.c6933bc67488292fc516d0d06bb1a8c2.jpg,1920,1080,22,True
train,bb_V0005_I0006560_jpg.rf.d9bd130fd8917f14118ce1ac71268630.jpg,1920,1080,26,True
train,bb_V0005_I0006560_jpg.rf.dccdd88ebc3cc06401882d63ea70454a.jpg,1920,1080,26,True
train,bb_V0005_I0006640_jpg.rf.9ec7a9d2030e4146b5772fa1754943ec.jpg,1920,1080,17,True
train,bb_V0005_I0006640_jpg.rf.d3fe09c20f8dd56a59f59509ee9ec2a7.jpg,1920,1080,17,True
train,bb_V0005_I0006640_jpg.rf.e77dfd7abadf61e910bfece93d4113f0.jpg,1920,1080,17,True
train,bb_V0005_I0006680_jpg.rf.421f7799771599902266c2c508f27b6c.jpg,1920,1080,21,True
train,bb_V0005_I0006680_jpg.rf.750280408b209d6b631276f043904889.jpg,1920,1080,21,True
train,bb_V0005_I0006680_jpg.rf.bcf6e77dab7201a163122f0e2ca32bc0.jpg,1920,1080,21,True
train,bb_V0005_I0006720_jpg.rf.04a4a13bbcb77f10540116b2a2bf6505.jpg,1920,1080,33,True
train,bb_V0005_I0006720_jpg.rf.1c403aa99e9b6329dd4f210517e185b9.jpg,1920,1080,33,True
train,bb_V0005_I0006720_jpg.rf.28516d6ea04341ab0469fdbe80574016.jpg,1920,1080,33,True
train,bb_V0008_I0000840_jpg.rf.bf270059b4f007f11ecea392f19dc8ba.jpg,1920,1080,1,True
train,bb_V0008_I0000840_jpg.rf.c3a23d5e4068794b0fa263ece26e4c54.jpg,1920,1080,1,True
train,bb_V0008_I0000840_jpg.rf.df5b22eb9fb62b744be93e58a067493e.jpg,1920,1080,1,True
train,bb_V0008_I0001920_jpg.rf.0954c78e3768aa4d2e1859325585d77d.jpg,1920,1080,1,True
train,bb_V0008_I0001920_jpg.rf.33ca20e318aafe3224b9417162f3610c.jpg,1920,1080,1,True
train,bb_V0008_I0001920_jpg.rf.ceefa442f699c9f7a40690f4ba6fd071.jpg,1920,1080,1,True
train,bb_V0008_I0002040_jpg.rf.68c715b18fba550c7a3939c596a81416.jpg,1920,1080,1,True
train,bb_V0008_I0002040_jpg.rf.97b022aa52e6859a28db9c0d6319649e.jpg,1920,1080,1,True
train,bb_V0008_I0002040_jpg.rf.fb07945e7aa208d404528de6a54252c7.jpg,1920,1080,1,True
train,bb_V0008_I0002840_jpg.rf.7755162648565a9b497551386bd669d0.jpg,1920,1080,1,True
train,bb_V0008_I0002840_jpg.rf.91e4de86a5b91f5e1cd4528a85c76867.jpg,1920,1080,1,True
train,bb_V0008_I0002840_jpg.rf.eddca59370f4cf3fe97adf556e23b0e3.jpg,1920,1080,1,True
train,bb_V0008_I0003440_jpg.rf.2f8e60b6cf9bfe1c7f7e3c23a9d06b2d.jpg,1920,1080,1,True
train,bb_V0008_I0003440_jpg.rf.5c5adb299c0b1a5b86e80b255ba5eadf.jpg,1920,1080,1,True
train,bb_V0008_I0003440_jpg.rf.f7eee2e5845d4ebec3e6ff229a30d572.jpg,1920,1080,1,True
train,bb_V0008_I0003560_jpg.rf.1b88e7e1ef0e2b9bd3c41861935c9f9d.jpg,1920,1080,2,True
train,bb_V0008_I0003560_jpg.rf.45023266dc9f1e54bfc6549655aadc63.jpg,1920,1080,2,True
train,bb_V0008_I0003560_jpg.rf.dc2ff48eb27f7429c2cf85b633808f40.jpg,1920,1080,2,True
train,bb_V0008_I0003640_jpg.rf.aa91abd9e6e7d63c7c3db72c5b512859.jpg,1920,1080,1,True
train,bb_V0008_I0003640_jpg.rf.d29e0264f12969eebd96c924759c02b3.jpg,1920,1080,1,True
train,bb_V0008_I0003640_jpg.rf.f6a8a8fc7faaa4958674ae28a489e23f.jpg,1920,1080,1,True
train,bb_V0008_I0003680_jpg.rf.80fbe12bddda30bc58ddbe8581910909.jpg,1920,1080,3,True
train,bb_V0008_I0003680_jpg.rf.9f2db4900e40d76d3eaddd47d23c771c.jpg,1920,1080,3,True
train,bb_V0008_I0003680_jpg.rf.db7c35e59736c405b95eccb0521db062.jpg,1920,1080,3,True
train,bb_V0008_I0004000_jpg.rf.107c13690b697e1c96c4ec9cf45a0bb0.jpg,1920,1080,1,True
train,bb_V0008_I0004000_jpg.rf.4edbf4cccbf9918358c17e8a5a23204b.jpg,1920,1080,1,True
train,bb_V0008_I0004000_jpg.rf.f4afff005366e52c6eaa67d1d7e7b859.jpg,1920,1080,1,True
train,bb_V0008_I0004440_jpg.rf.3992771f81b6a60909114e1e5e1d1369.jpg,1920,1080,1,True
train,bb_V0008_I0004440_jpg.rf.d4f9caa5104a0d0de5af89708585eeeb.jpg,1920,1080,1,True
train,bb_V0008_I0004440_jpg.rf.f7d3ffc429f8329382943413acc4fb52.jpg,1920,1080,1,True
train,bb_V0008_I0004640_jpg.rf.bc9657805b327b996fd0c87e319e8e8c.jpg,1920,1080,1,True
train,bb_V0008_I0004640_jpg.rf.e8958a5f9cbd01c3e1a82da47d385cc0.jpg,1920,1080,1,True
train,bb_V0008_I0004640_jpg.rf.f82e0b23887ddf848a31527a09ad9b4b.jpg,1920,1080,1,True
train,bb_V0008_I0004800_jpg.rf.92b032d798df30df3282826dc9dad705.jpg,1920,1080,1,True
train,bb_V0008_I0004800_jpg.rf.bb1c13934861c46b912606900f770cb6.jpg,1920,1080,1,True
train,bb_V0008_I0004800_jpg.rf.f6d1b992ec186bd19b33bcae46669b95.jpg,1920,1080,1,True
train,bb_V0008_I0004840_jpg.rf.275e3b36f33a19319b323a2d3c330a8f.jpg,1920,1080,1,True
train,bb_V0008_I0004840_jpg.rf.3abb4ebbe65efc591fef7d6f61946893.jpg,1920,1080,1,True
train,bb_V0008_I0004840_jpg.rf.a24eaef1ec0d5da9a5fb1ea83b3ad785.jpg,1920,1080,1,True
train,bb_V0008_I0005320_jpg.rf.27d38276b205e3d7dc2b997a1cf89c6a.jpg,1920,1080,1,True
train,bb_V0008_I0005320_jpg.rf.a6d49fd7edccbb91dd3fdfb71e60da63.jpg,1920,1080,1,True
train,bb_V0008_I0005320_jpg.rf.b9358156729ab191c8a3dc4b707f76f7.jpg,1920,1080,1,True
train,bb_V0008_I0005440_jpg.rf.1beb824d085ba2b7a952738c10305ba8.jpg,1920,1080,1,True
train,bb_V0008_I0005440_jpg.rf.3f089b7db747f8813af95c530c146afe.jpg,1920,1080,1,True
train,bb_V0008_I0005440_jpg.rf.816c90a24f6c5d0ce946bac2d70b5d53.jpg,1920,1080,1,True
train,bb_V0008_I0005560_jpg.rf.1f512dd03c17d8da81cd813a59e3c7db.jpg,1920,1080,1,True
train,bb_V0008_I0005560_jpg.rf.21d0f1057050b59b0830f2e4dc134b5c.jpg,1920,1080,1,True
train,bb_V0008_I0005560_jpg.rf.83f6a7145fea01038f211eb91827a3e0.jpg,1920,1080,1,True
train,bb_V0008_I0005960_jpg.rf.0855ff29a5bf8456c5d272dc3708c6e8.jpg,1920,1080,1,True
train,bb_V0008_I0005960_jpg.rf.5a3c287c0b010d325ead1a7ced682157.jpg,1920,1080,1,True
train,bb_V0008_I0005960_jpg.rf.70124b948f07e7fc86e1dd0cc011827d.jpg,1920,1080,1,True
train,bb_V0010_I0000040_jpg.rf.4f0a81f84e18a60ad31e44eab1a695c4.jpg,1280,720,7,True
train,bb_V0010_I0000040_jpg.rf.9f615baec8724e9ef85c8867b4768296.jpg,1280,720,7,True
train,bb_V0010_I0000040_jpg.rf.d4ddf60d70deb29c7e8d5cda9fb8bbae.jpg,1280,720,7,True
train,bb_V0010_I0000360_jpg.rf.1e5986ef55a8b77ab2241e2175273204.jpg,1280,720,3,True
train,bb_V0010_I0000360_jpg.rf.8582302a439efe1a2a39bb266891b32a.jpg,1280,720,3,True
train,bb_V0010_I0000360_jpg.rf.b30a89ceaf91c6c92329bf94a9256d44.jpg,1280,720,3,True
train,bb_V0010_I0000400_jpg.rf.4354df2cff9b46e0f734bff785dc9500.jpg,1280,720,2,True
train,bb_V0010_I0000400_jpg.rf.a553be4af8c01d77bdf1915712e43606.jpg,1280,720,2,True
train,bb_V0010_I0000400_jpg.rf.da8af7820c02e45ccfb9152eacee0bd2.jpg,1280,720,2,True
train,bb_V0010_I0000480_jpg.rf.08980261c8d9d2c6f02f41fed8b4dbf6.jpg,1280,720,11,True
train,bb_V0010_I0000480_jpg.rf.7fd6f7377e7ed9b9ba36f141103e600a.jpg,1280,720,12,True
train,bb_V0010_I0000480_jpg.rf.d4bf47aa91b10b28ec96c6dadd27c558.jpg,1280,720,12,True
train,bb_V0010_I0000520_jpg.rf.0b6cf8b8f8ecea70f70d03f70c5eeb3e.jpg,1280,720,9,True
train,bb_V0010_I0000520_jpg.rf.50363351a8b84fef2dee77fcba09c282.jpg,1280,720,8,True
train,bb_V0010_I0000520_jpg.rf.c3a0c02dc192dbe147e5153b27ce0040.jpg,1280,720,9,True
train,bb_V0010_I0000720_jpg.rf.298cb005e9202d4f5d65dee4266235c3.jpg,1280,720,1,True
train,bb_V0010_I0000720_jpg.rf.74647b6dfb4fa126dde1afa95c3ceacd.jpg,1280,720,1,True
train,bb_V0010_I0000720_jpg.rf.c92de6f03d815604e812b94b2289c51d.jpg,1280,720,1,True
train,bb_V0010_I0001480_jpg.rf.127794be83817769e00e0d6c806b6152.jpg,1280,720,4,True
train,bb_V0010_I0001480_jpg.rf.6e811dfe4be0c061129b238adcad870d.jpg,1280,720,4,True
train,bb_V0010_I0001480_jpg.rf.bb64ab048848008023a7194b982d9672.jpg,1280,720,4,True
train,bb_V0010_I0001680_jpg.rf.16f89cd3761dc78a33418795fe3fbd1e.jpg,1280,720,11,True
train,bb_V0010_I0001680_jpg.rf.1bc33a4eeac00b9ff04b3879148a33a7.jpg,1280,720,11,True
train,bb_V0010_I0001680_jpg.rf.a591834483d1b298a88d4b2c091272ca.jpg,1280,720,11,True
train,bb_V0010_I0002160_jpg.rf.0b8bc1be790d01bf67d290b9af515cff.jpg,1280,720,5,True
train,bb_V0010_I0002160_jpg.rf.16574c69dfda1b94489fed15fc2c0762.jpg,1280,720,5,True
train,bb_V0010_I0002160_jpg.rf.3d12af16a6c3cc8138ff080f3820c803.jpg,1280,720,5,True
train,bb_V0010_I0002360_jpg.rf.191445dc341a931bf0bf4eb4000a7ed0.jpg,1280,720,29,True
train,bb_V0010_I0002360_jpg.rf.9ee15a6e194ae1216e29977768eac608.jpg,1280,720,29,True
train,bb_V0010_I0002360_jpg.rf.d041565d4fdfb7b288d065bb968029ee.jpg,1280,720,29,True
train,bb_V0010_I0003360_jpg.rf.32756edb75ace35858db26c97053b715.jpg,1280,720,46,True
train,bb_V0010_I0003360_jpg.rf.553cf6f29825f22309006a8f9f0bbd26.jpg,1280,720,50,True
train,bb_V0010_I0003360_jpg.rf.cb9b54676f3427c1a57d70196b8ae9b8.jpg,1280,720,50,True
train,bb_V0014_I0000000_jpg.rf.207487319f0f6b7df9cb67e532d70982.jpg,1920,1080,15,True
train,bb_V0014_I0000000_jpg.rf.675bcf7ddb24e8c6052b5fb34abff36d.jpg,1920,1080,15,True
train,bb_V0014_I0000000_jpg.rf.952f8db4168f5772b2acb3997c12845a.jpg,1920,1080,15,True
train,bb_V0014_I0000120_jpg.rf.0e3525081224b250e42b0bec49dc2034.jpg,1920,1080,14,True
train,bb_V0014_I0000120_jpg.rf.8a8b3b2180b475d64a596cc00d673ff9.jpg,1920,1080,12,True
train,bb_V0014_I0000120_jpg.rf.c808d55a503b8c46291ff9d1d970aa50.jpg,1920,1080,12,True
train,bb_V0014_I0000240_jpg.rf.40a93afb406ae8d0001b0cb4589131f9.jpg,1920,1080,16,True
train,bb_V0014_I0000240_jpg.rf.432cc7a63fb00a7fe4e42d2c8f572532.jpg,1920,1080,17,True
train,bb_V0014_I0000240_jpg.rf.d7a5a3cf22817d25b34087fe2a56962d.jpg,1920,1080,17,True
train,bb_V0014_I0000480_jpg.rf.61c6b203381dc5964c566fcf35c02eca.jpg,1920,1080,27,True
train,bb_V0014_I0000480_jpg.rf.ae1c4a4e96d588ef97cded8222d8cc72.jpg,1920,1080,25,True
train,bb_V0014_I0000480_jpg.rf.b704394229c3858a8b50bd6db6e27959.jpg,1920,1080,27,True
train,bb_V0014_I0000600_jpg.rf.29c9373c6e58290bd4392c8a9b2c8d85.jpg,1920,1080,21,True
train,bb_V0014_I0000600_jpg.rf.3558702bc726c9e5aec993ab8976e915.jpg,1920,1080,18,True
train,bb_V0014_I0000600_jpg.rf.7beec0810043245a5e0382dde6ced91d.jpg,1920,1080,19,True
train,bb_V0014_I0000720_jpg.rf.3fd5bf5081106ce6b22e7d9db6de1b1e.jpg,1920,1080,17,True
train,bb_V0014_I0000720_jpg.rf.4bbde91a8cd47b0a63a012e59321b0fc.jpg,1920,1080,19,True
train,bb_V0014_I0000720_jpg.rf.cd6502b7a132abf8bb6888d6bbe5b85e.jpg,1920,1080,19,True
train,bb_V0014_I0001320_jpg.rf.1f923a659ed4772fc637f575606c4d1b.jpg,1920,1080,10,True
train,bb_V0014_I0001320_jpg.rf.2c9a2d8aeb27234645aca312368870b8.jpg,1920,1080,8,True
